transaction_id,payment_date,customer_id,subscription_id,plan_id,gross_amount,discount_amount,net_revenue,payment_method,transaction_status,billing_period_start,billing_period_end
78,2024-02-01,13,13,2,25.0,6.22,18.78,card,completed,2024-02-01,2024-02-29
79,2024-03-01,13,13,2,25.0,3.45,21.55,card,completed,2024-03-01,2024-03-31
80,2024-04-01,13,13,2,25.0,0.0,25.0,card,completed,2024-04-01,2024-04-30
81,2024-05-01,13,13,2,25.0,0.0,25.0,wallet,completed,2024-05-01,2024-05-31
82,2024-06-01,13,13,2,25.0,0.0,25.0,card,completed,2024-06-01,2024-06-30
83,2024-06-01,14,14,1,10.0,0.0,10.0,wallet,completed,2024-06-01,2024-06-30
84,2024-04-01,15,15,1,10.0,0.0,10.0,card,completed,2024-04-01,2024-04-30
85,2024-04-08,15,16,4,250.0,0.0,250.0,card,completed,2024-04-08,2025-04-07
86,2023-07-12,16,17,4,250.0,0.0,250.0,card,completed,2023-07-12,2024-07-11
87,2024-06-22,17,18,4,250.0,7.76,242.24,transfer,completed,2024-06-22,2025-06-21
88,2023-09-01,18,19,2,25.0,0.0,25.0,card,completed,2023-09-01,2023-09-30
89,2023-10-01,18,19,2,25.0,0.0,25.0,card,completed,2023-10-01,2023-10-31
90,2023-11-01,18,19,2,25.0,2.22,22.78,card,completed,2023-11-01,2023-11-30
91,2023-12-01,18,19,2,25.0,0.0,25.0,card,completed,2023-12-01,2023-12-31
92,2024-01-01,18,19,2,25.0,0.0,25.0,card,completed,2024-01-01,2024-01-31
93,2024-02-01,18,19,2,25.0,2.88,22.12,card,completed,2024-02-01,2024-02-29
94,2024-03-01,18,19,2,25.0,2.15,22.85,card,completed,2024-03-01,2024-03-31
95,2024-04-01,18,19,2,25.0,0.0,25.0,card,completed,2024-04-01,2024-04-30
96,2024-05-01,18,19,2,25.0,0.0,25.0,card,completed,2024-05-01,2024-05-31
97,2024-06-01,18,19,2,25.0,0.0,0.0,card,failed,2024-06-01,2024-06-30
98,2023-12-12,19,20,4,250.0,0.0,250.0,card,completed,2023-12-12,2024-12-11
99,2024-04-01,20,21,1,10.0,0.0,10.0,card,completed,2024-04-01,2024-04-30
100,2024-05-01,20,21,1,10.0,0.0,10.0,card,completed,2024-05-01,2024-05-31
101,2023-05-01,21,22,1,10.0,0.0,10.0,wallet,completed,2023-05-01,2023-05-31
102,2023-06-01,21,22,1,10.0,0.0,10.0,card,completed,2023-06-01,2023-06-30
103,2023-07-01,21,22,1,10.0,1.65,8.35,card,completed,2023-07-01,2023-07-31
104,2023-08-01,21,22,1,10.0,0.57,9.43,card,completed,2023-08-01,2023-08-31
105,2023-09-01,21,22,1,10.0,0.0,10.0,card,completed,2023-09-01,2023-09-30
106,2023-10-01,21,22,1,10.0,0.0,10.0,card,completed,2023-10-01,2023-10-31
107,2023-11-01,21,22,1,10.0,0.0,10.0,card,completed,2023-11-01,2023-11-30
108,2023-12-01,21,22,1,10.0,1.46,8.54,card,completed,2023-12-01,2023-12-31
109,2024-01-01,21,22,1,10.0,0.0,10.0,wallet,completed,2024-01-01,2024-01-31
110,2024-02-01,21,22,1,10.0,0.0,10.0,card,completed,2024-02-01,2024-02-29
111,2024-03-01,21,22,1,10.0,0.0,10.0,card,completed,2024-03-01,2024-03-31
112,2024-04-01,21,22,1,10.0,0.0,10.0,card,completed,2024-04-01,2024-04-30
113,2024-05-01,21,22,1,10.0,0.0,10.0,card,completed,2024-05-01,2024-05-31
114,2024-06-01,21,22,1,10.0,0.0,10.0,card,completed,2024-06-01,2024-06-30
115,2024-04-01,22,23,1,10.0,0.0,10.0,card,completed,2024-04-01,2024-04-30
116,2024-05-01,22,23,1,10.0,0.0,10.0,card,completed,2024-05-01,2024-05-31
117,2024-06-01,22,23,1,10.0,0.0,10.0,card,completed,2024-06-01,2024-06-30
118,2023-04-06,23,24,4,250.0,0.0,250.0,card,completed,2023-04-06,2024-04-05
119,2024-04-06,23,24,4,250.0,0.0,250.0,card,completed,2024-04-06,2025-04-05
120,2024-02-01,24,25,1,10.0,0.0,10.0,card,completed,2024-02-01,2024-02-29
121,2024-03-01,24,25,1,10.0,0.0,10.0,card,completed,2024-03-01,2024-03-31
122,2024-04-01,24,25,1,10.0,0.0,10.0,card,completed,2024-04-01,2024-04-30
123,2024-05-01,24,25,1,10.0,0.63,9.37,card,completed,2024-05-01,2024-05-31
124,2024-06-01,24,25,1,10.0,0.0,10.0,card,completed,2024-06-01,2024-06-30
125,2024-04-19,25,26,4,250.0,0.0,250.0,card,completed,2024-04-19,2025-04-18
126,2023-07-01,26,27,3,40.0,2.06,37.94,transfer,completed,2023-07-01,2023-07-31
127,2023-08-01,26,27,3,40.0,0.0,40.0,card,completed,2023-08-01,2023-08-31
128,2023-09-01,26,27,3,40.0,0.0,40.0,card,completed,2023-09-01,2023-09-30
129,2023-10-01,26,27,3,40.0,0.0,40.0,card,completed,2023-10-01,2023-10-31
130,2023-11-01,26,27,3,40.0,0.0,40.0,card,completed,2023-11-01,2023-11-30
131,2023-12-01,26,27,3,40.0,0.0,40.0,card,completed,2023-12-01,2023-12-31
132,2024-01-01,26,27,3,40.0,0.0,40.0,wallet,completed,2024-01-01,2024-01-31
133,2024-02-01,26,27,3,40.0,0.0,40.0,transfer,completed,2024-02-01,2024-02-29
134,2024-03-01,26,27,3,40.0,0.0,40.0,card,completed,2024-03-01,2024-03-31
135,2024-04-01,26,27,3,40.0,2.59,37.41,card,completed,2024-04-01,2024-04-30
136,2024-05-01,26,27,3,40.0,0.0,40.0,card,completed,2024-05-01,2024-05-31
137,2024-06-01,27,28,1,10.0,2.47,7.53,transfer,completed,2024-06-01,2024-06-30
138,2023-10-22,28,29,4,250.0,0.0,250.0,card,completed,2023-10-22,2024-10-21
139,2023-03-01,29,30,1,10.0,0.0,10.0,wallet,completed,2023-03-01,2023-03-31
140,2024-01-01,30,31,1,10.0,0.0,10.0,card,completed,2024-01-01,2024-01-31
141,2024-02-01,30,31,1,10.0,0.0,10.0,card,completed,2024-02-01,2024-02-29
142,2024-03-01,30,31,1,10.0,0.0,10.0,card,completed,2024-03-01,2024-03-31
143,2024-04-01,30,31,1,10.0,0.52,9.48,card,completed,2024-04-01,2024-04-30
144,2024-05-01,30,31,1,10.0,0.0,10.0,card,completed,2024-05-01,2024-05-31
145,2024-06-01,30,31,1,10.0,0.0,10.0,card,completed,2024-06-01,2024-06-30
146,2023-09-01,31,32,1,10.0,0.0,10.0,card,completed,2023-09-01,2023-09-30
147,2023-10-01,31,32,1,10.0,0.0,10.0,wallet,completed,2023-10-01,2023-10-31
148,2023-11-01,31,32,1,10.0,0.0,10.0,card,completed,2023-11-01,2023-11-30
149,2023-12-01,31,32,1,10.0,0.52,9.48,wallet,completed,2023-12-01,2023-12-31
150,2024-01-01,31,32,1,10.0,0.0,10.0,card,completed,2024-01-01,2024-01-31
151,2024-02-01,31,32,1,10.0,2.44,7.56,card,completed,2024-02-01,2024-02-29
152,2024-03-01,31,32,1,10.0,0.0,10.0,card,completed,2024-03-01,2024-03-31
153,2024-04-01,31,32,1,10.0,0.0,0.0,card,failed,2024-04-01,2024-04-30
154,2024-05-01,31,32,1,10.0,0.0,10.0,card,completed,2024-05-01,2024-05-31
155,2024-06-10,31,33,4,250.0,0.0,250.0,transfer,completed,2024-06-10,2025-06-09
156,2023-11-13,32,34,4,250.0,0.0,250.0,card,completed,2023-11-13,2024-11-12
157,2024-01-01,33,35,1,10.0,0.0,10.0,card,completed,2024-01-01,2024-01-31
158,2024-02-01,33,35,1,10.0,0.0,10.0,card,completed,2024-02-01,2024-02-29
159,2024-03-01,33,35,1,10.0,0.0,10.0,card,completed,2024-03-01,2024-03-31
160,2024-04-01,33,35,1,10.0,0.0,10.0,card,completed,2024-04-01,2024-04-30
161,2024-05-01,33,35,1,10.0,0.0,10.0,card,completed,2024-05-01,2024-05-31
162,2024-06-01,33,35,1,10.0,0.0,10.0,wallet,completed,2024-06-01,2024-06-30
163,2023-10-11,34,36,4,250.0,0.0,250.0,card,completed,2023-10-11,2024-10-10
164,2024-01-01,35,37,2,25.0,0.0,25.0,card,completed,2024-01-01,2024-01-31
165,2023-06-01,36,38,2,25.0,0.0,25.0,card,completed,2023-06-01,2023-06-30
166,2023-07-01,36,38,2,25.0,0.0,25.0,card,completed,2023-07-01,2023-07-31
167,2023-08-01,36,38,2,25.0,0.0,25.0,card,completed,2023-08-01,2023-08-31
168,2023-06-01,37,39,1,10.0,0.0,10.0,wallet,completed,2023-06-01,2023-06-30
169,2023-07-01,37,39,1,10.0,2.36,7.64,card,completed,2023-07-01,2023-07-31
170,2023-08-01,37,39,1,10.0,0.0,10.0,card,completed,2023-08-01,2023-08-31
171,2023-09-01,37,39,1,10.0,0.0,10.0,card,completed,2023-09-01,2023-09-30
172,2023-10-01,37,39,1,10.0,0.0,10.0,wallet,completed,2023-10-01,2023-10-31
173,2023-11-01,37,39,1,10.0,0.0,10.0,card,completed,2023-11-01,2023-11-30
174,2023-12-01,37,39,1,10.0,2.14,7.86,card,completed,2023-12-01,2023-12-31
175,2024-01-01,37,39,1,10.0,0.0,10.0,card,completed,2024-01-01,2024-01-31
176,2024-02-01,37,39,1,10.0,0.0,10.0,card,completed,2024-02-01,2024-02-29
177,2024-03-01,37,39,1,10.0,0.0,10.0,card,completed,2024-03-01,2024-03-31
178,2024-04-01,37,39,1,10.0,0.0,10.0,wallet,completed,2024-04-01,2024-04-30
179,2024-05-01,37,39,1,10.0,0.0,10.0,card,completed,2024-05-01,2024-05-31
180,2024-06-01,37,39,1,10.0,0.0,10.0,card,completed,2024-06-01,2024-06-30
181,2023-03-01,38,40,1,10.0,0.0,10.0,card,completed,2023-03-01,2023-03-31
182,2023-04-01,39,41,1,10.0,0.0,10.0,card,completed,2023-04-01,2023-04-30
183,2023-05-01,39,41,1,10.0,1.46,8.54,card,completed,2023-05-01,2023-05-31
184,2023-06-01,39,41,1,10.0,0.0,10.0,card,completed,2023-06-01,2023-06-30
185,2023-07-01,39,41,1,10.0,0.0,10.0,card,completed,2023-07-01,2023-07-31
186,2023-08-01,39,41,1,10.0,0.0,10.0,card,completed,2023-08-01,2023-08-31
187,2023-09-01,39,41,1,10.0,0.0,10.0,card,completed,2023-09-01,2023-09-30
188,2023-10-01,39,41,1,10.0,0.0,10.0,card,completed,2023-10-01,2023-10-31
189,2023-11-01,39,41,1,10.0,0.51,9.49,card,completed,2023-11-01,2023-11-30
190,2023-12-01,39,41,1,10.0,0.0,10.0,card,completed,2023-12-01,2023-12-31
191,2024-01-01,39,41,1,10.0,0.0,10.0,card,completed,2024-01-01,2024-01-31
192,2024-02-01,39,41,1,10.0,0.0,10.0,card,completed,2024-02-01,2024-02-29
193,2024-03-01,39,41,1,10.0,0.0,10.0,card,completed,2024-03-01,2024-03-31
194,2024-04-01,39,41,1,10.0,0.0,10.0,card,completed,2024-04-01,2024-04-30
195,2024-05-01,39,41,1,10.0,0.0,10.0,card,completed,2024-05-01,2024-05-31
196,2024-06-01,39,41,1,10.0,0.0,10.0,card,completed,2024-06-01,2024-06-30
197,2023-02-01,41,43,2,25.0,0.0,25.0,card,completed,2023-02-01,2023-02-28
198,2023-03-01,41,43,2,25.0,0.0,0.0,card,failed,2023-03-01,2023-03-31
199,2023-04-01,41,43,2,25.0,0.0,25.0,card,completed,2023-04-01,2023-04-30
200,2023-05-01,41,43,2,25.0,0.0,25.0,card,completed,2023-05-01,2023-05-31
201,2023-06-01,41,43,2,25.0,0.0,25.0,card,completed,2023-06-01,2023-06-30
202,2023-07-01,41,43,2,25.0,6.06,18.94,card,completed,2023-07-01,2023-07-31
203,2023-08-01,41,43,2,25.0,0.0,25.0,card,completed,2023-08-01,2023-08-31
204,2023-09-01,41,43,2,25.0,0.0,25.0,card,completed,2023-09-01,2023-09-30
205,2023-10-01,41,43,2,25.0,0.0,25.0,card,completed,2023-10-01,2023-10-31
206,2023-11-01,41,43,2,25.0,4.83,20.17,card,completed,2023-11-01,2023-11-30
207,2023-12-01,41,43,2,25.0,0.0,25.0,card,completed,2023-12-01,2023-12-31
208,2024-01-01,41,43,2,25.0,5.71,19.29,card,completed,2024-01-01,2024-01-31
209,2024-02-01,41,43,2,25.0,1.77,23.23,card,completed,2024-02-01,2024-02-29
210,2024-03-01,41,43,2,25.0,6.17,18.83,wallet,completed,2024-03-01,2024-03-31
211,2024-04-01,41,43,2,25.0,3.28,21.72,transfer,completed,2024-04-01,2024-04-30
212,2024-05-01,41,43,2,25.0,0.0,25.0,wallet,completed,2024-05-01,2024-05-31
213,2024-06-01,41,43,2,25.0,0.0,25.0,card,completed,2024-06-01,2024-06-30
214,2023-09-02,42,44,4,250.0,0.0,250.0,card,completed,2023-09-02,2024-09-01
215,2023-01-08,43,45,4,250.0,0.0,250.0,wallet,completed,2023-01-08,2024-01-07
216,2024-01-08,43,45,4,250.0,0.0,250.0,wallet,completed,2024-01-08,2025-01-07
217,2024-05-01,44,46,2,25.0,0.0,25.0,card,completed,2024-05-01,2024-05-31
218,2024-06-01,44,46,2,25.0,0.0,25.0,transfer,completed,2024-06-01,2024-06-30
219,2023-06-01,45,47,1,10.0,0.0,10.0,wallet,completed,2023-06-01,2023-06-30
220,2023-07-01,45,47,1,10.0,0.0,10.0,card,completed,2023-07-01,2023-07-31
221,2023-10-29,46,48,4,250.0,0.0,250.0,card,completed,2023-10-29,2024-10-28
222,2023-03-01,47,49,2,25.0,0.0,25.0,card,completed,2023-03-01,2023-03-31
223,2023-04-01,47,49,2,25.0,0.0,25.0,card,completed,2023-04-01,2023-04-30
224,2023-05-01,47,49,2,25.0,5.88,19.12,card,completed,2023-05-01,2023-05-31
225,2023-06-01,47,49,2,25.0,0.0,25.0,card,completed,2023-06-01,2023-06-30
226,2023-07-01,47,49,2,25.0,0.0,25.0,card,completed,2023-07-01,2023-07-31
227,2023-08-01,47,49,2,25.0,0.0,0.0,transfer,failed,2023-08-01,2023-08-31
228,2023-09-01,47,49,2,25.0,0.0,25.0,wallet,completed,2023-09-01,2023-09-30
229,2023-10-01,47,49,2,25.0,2.48,22.52,card,completed,2023-10-01,2023-10-31
230,2023-11-01,47,49,2,25.0,0.0,25.0,card,completed,2023-11-01,2023-11-30
231,2023-12-01,47,49,2,25.0,0.0,25.0,wallet,completed,2023-12-01,2023-12-31
232,2024-01-01,47,49,2,25.0,0.0,25.0,card,completed,2024-01-01,2024-01-31
233,2024-02-01,47,49,2,25.0,0.0,25.0,wallet,completed,2024-02-01,2024-02-29
234,2024-03-01,47,49,2,25.0,0.0,25.0,card,completed,2024-03-01,2024-03-31
235,2024-04-01,47,49,2,25.0,0.0,25.0,card,completed,2024-04-01,2024-04-30
236,2024-05-01,47,49,2,25.0,0.0,25.0,card,completed,2024-05-01,2024-05-31
237,2024-06-01,47,49,2,25.0,0.0,25.0,card,completed,2024-06-01,2024-06-30
238,2024-01-01,48,50,1,10.0,0.0,10.0,card,completed,2024-01-01,2024-01-31
239,2024-02-01,48,50,1,10.0,0.0,10.0,card,completed,2024-02-01,2024-02-29
240,2024-03-01,48,50,1,10.0,0.0,10.0,card,completed,2024-03-01,2024-03-31
241,2024-04-01,48,50,1,10.0,0.0,10.0,card,completed,2024-04-01,2024-04-30
242,2024-05-01,48,50,1,10.0,0.0,10.0,wallet,completed,2024-05-01,2024-05-31
243,2024-06-01,48,50,1,10.0,0.0,0.0,card,failed,2024-06-01,2024-06-30
244,2023-09-01,49,51,2,25.0,0.0,25.0,card,completed,2023-09-01,2023-09-30
245,2023-10-16,50,52,4,250.0,0.0,250.0,card,completed,2023-10-16,2024-10-15
246,2024-03-01,51,53,1,10.0,1.47,8.53,wallet,completed,2024-03-01,2024-03-31
247,2024-04-01,51,53,1,10.0,0.0,10.0,card,completed,2024-04-01,2024-04-30
248,2023-11-01,52,54,1,10.0,0.0,10.0,transfer,completed,2023-11-01,2023-11-30
249,2023-12-01,52,54,1,10.0,2.21,7.79,card,completed,2023-12-01,2023-12-31
250,2024-01-01,52,54,1,10.0,0.0,10.0,card,completed,2024-01-01,2024-01-31
251,2024-02-01,52,54,1,10.0,0.0,10.0,transfer,completed,2024-02-01,2024-02-29
252,2024-03-01,52,54,1,10.0,0.0,10.0,card,completed,2024-03-01,2024-03-31
253,2024-04-01,52,54,1,10.0,0.0,10.0,card,completed,2024-04-01,2024-04-30
254,2024-05-01,52,54,1,10.0,0.0,10.0,card,completed,2024-05-01,2024-05-31
255,2024-06-01,52,54,1,10.0,0.0,10.0,card,completed,2024-06-01,2024-06-30
256,2024-03-01,53,55,2,25.0,0.0,25.0,wallet,completed,2024-03-01,2024-03-31
257,2024-04-01,53,55,2,25.0,3.18,21.82,card,completed,2024-04-01,2024-04-30
258,2023-10-01,54,56,1,10.0,1.24,8.76,wallet,completed,2023-10-01,2023-10-31
259,2023-11-01,54,56,1,10.0,0.61,9.39,card,completed,2023-11-01,2023-11-30
260,2023-12-01,54,56,1,10.0,0.0,10.0,transfer,completed,2023-12-01,2023-12-31
261,2024-01-01,54,56,1,10.0,0.0,10.0,wallet,completed,2024-01-01,2024-01-31
262,2024-02-01,54,56,1,10.0,0.0,10.0,card,completed,2024-02-01,2024-02-29
263,2024-03-01,54,56,1,10.0,0.0,10.0,transfer,completed,2024-03-01,2024-03-31
264,2024-04-01,54,56,1,10.0,0.0,10.0,card,completed,2024-04-01,2024-04-30
265,2024-05-01,54,56,1,10.0,0.0,10.0,card,completed,2024-05-01,2024-05-31
266,2024-06-01,54,56,1,10.0,0.0,10.0,card,completed,2024-06-01,2024-06-30
267,2024-01-01,55,57,2,25.0,0.0,25.0,card,completed,2024-01-01,2024-01-31
268,2023-04-01,56,58,1,10.0,0.0,10.0,card,completed,2023-04-01,2023-04-30
269,2023-05-01,56,58,1,10.0,0.0,10.0,card,completed,2023-05-01,2023-05-31
270,2023-06-01,56,58,1,10.0,0.0,10.0,card,completed,2023-06-01,2023-06-30
271,2023-07-01,56,58,1,10.0,0.0,10.0,card,completed,2023-07-01,2023-07-31
272,2023-08-01,56,58,1,10.0,0.0,10.0,card,completed,2023-08-01,2023-08-31
273,2023-09-01,56,58,1,10.0,0.0,10.0,wallet,completed,2023-09-01,2023-09-30
274,2023-10-01,56,58,1,10.0,0.0,10.0,card,completed,2023-10-01,2023-10-31
275,2023-11-01,56,58,1,10.0,1.66,8.34,card,completed,2023-11-01,2023-11-30
276,2023-12-01,56,58,1,10.0,1.95,8.05,transfer,completed,2023-12-01,2023-12-31
277,2024-01-01,56,58,1,10.0,0.0,10.0,card,completed,2024-01-01,2024-01-31
278,2024-02-01,56,58,1,10.0,0.0,10.0,transfer,completed,2024-02-01,2024-02-29
279,2024-03-01,56,58,1,10.0,0.0,10.0,card,completed,2024-03-01,2024-03-31
280,2024-04-01,56,58,1,10.0,0.0,10.0,card,completed,2024-04-01,2024-04-30
281,2024-05-01,56,58,1,10.0,0.0,10.0,card,completed,2024-05-01,2024-05-31
282,2024-06-01,56,58,1,10.0,0.0,10.0,card,completed,2024-06-01,2024-06-30
283,2023-01-01,57,59,1,10.0,0.0,10.0,transfer,completed,2023-01-01,2023-01-31
284,2023-02-01,57,59,1,10.0,0.0,10.0,card,completed,2023-02-01,2023-02-28
285,2023-03-01,57,59,1,10.0,0.0,10.0,card,completed,2023-03-01,2023-03-31
286,2023-04-01,57,59,1,10.0,0.0,10.0,card,completed,2023-04-01,2023-04-30
287,2023-05-01,57,59,1,10.0,0.0,10.0,card,completed,2023-05-01,2023-05-31
288,2023-06-01,57,59,1,10.0,0.0,10.0,card,completed,2023-06-01,2023-06-30
289,2023-03-01,58,60,2,25.0,0.0,25.0,transfer,completed,2023-03-01,2023-03-31
290,2023-04-01,58,60,2,25.0,0.0,0.0,card,failed,2023-04-01,2023-04-30
291,2023-05-01,58,60,2,25.0,0.0,25.0,transfer,completed,2023-05-01,2023-05-31
292,2023-06-01,58,60,2,25.0,0.0,25.0,card,completed,2023-06-01,2023-06-30
293,2023-07-01,58,60,2,25.0,0.0,0.0,card,failed,2023-07-01,2023-07-31
294,2023-08-01,58,60,2,25.0,0.0,25.0,card,completed,2023-08-01,2023-08-31
295,2023-09-01,58,60,2,25.0,2.03,22.97,card,completed,2023-09-01,2023-09-30
296,2023-10-01,58,60,2,25.0,2.57,22.43,card,completed,2023-10-01,2023-10-31
297,2023-11-01,58,60,2,25.0,0.0,25.0,card,completed,2023-11-01,2023-11-30
298,2023-12-01,58,60,2,25.0,0.0,25.0,card,completed,2023-12-01,2023-12-31
